	[]
32679108	['small cell lung cancer', 'prostate cancer', 'ovarian cancer', 'nsclc', 'breast cancer', 'melanoma', 'rectal cancer', 'non-small cell lung cancer', 'colorectal cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'prostate carcinoma', 'lung cancer']
28232471	['gastrointestinal', 'pancreatic carcinoma', 'pancreatic tumor', 'pancreatic adenocarcinoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'mammary tumor']
30566873	['prostate cancer', 'breast cancer', 'head and neck cancer', 'neck cancer', 'metastatic cancer']
29983891	['digestive system cancer', 'pancreatic cancer', 'gastrointestinal', 'neuroendocrine tumor', 'colonic adenocarcinoma', 'ependymoma', 'colon cancer', 'colorectal cancer', 'rectal cancer']
31620371	['prostate cancer', 'breast cancer', 'lung cancer', 'metastatic cancer', 'ovarian cancer']
31795490	['gastric cancer', 'bladder carcinoma', 'cholangiocarcinoma', 'breast cancer', 'bladder cancer', 'gallbladder cancer', 'colon cancer', 'liver cancer', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'biliary tract cancer', 'metastatic cancer', 'lung cancer']
31620371	['pancreatic cancer', 'breast cancer', 'prostate cancer']
32393270	['endometrial carcinoma', 'breast cancer', 'endometrial ca', 'bladder cancer', 'renal cell carcinoma', 'gastric cancer']
31620371	['prostate cancer', 'squamous cell carcinoma', 'oral squamous cell carcinoma', 'breast cancer', 'metastatic cancer', 'ovarian cancer']
30996297	['hepatocellular carcinoma', 'prostate cancer', 'breast cancer', 'colon cancer', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'medulloblastoma']
31620371	['hepatocellular carcinoma', 'prostate cancer', 'lung cancer']
32679108	['prostate cancer', 'lung adenocarcinoma']
31795490	['pancreatic cancer', 'bladder cancer', 'gallbladder cancer', 'colorectal cancer', 'rectal cancer']
30353166	['gastrointestinal', 'breast cancer', 'melanoma', 'colon cancer', 'colorectal cancer', 'rectal cancer']
33173975	['colorectal cancer', 'rectal cancer', 'colon cancer']
31747605	['prostate cancer', 'ovarian cancer']
28629429	['chronic myelogenous leukemia', 'leukemia', 'hematologic malignancy', 'myelogenous leukemia', 'gastric cancer']
31747605	['glioma', 'sarcoma', ' rb ', 'prostate cancer', 'kidney cancer', 'neuroendocrine tumor', 'breast cancer', 'prostate adenocarcinoma', 'lymphoma', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'lung adenocarcinoma', 'ovarian cancer']
33291603	['multiple myeloma', 'nsclc', 'breast cancer', 'colorectal cancer', 'rectal cancer', 'myeloma', 'lung adenocarcinoma', 'lung cancer']
33173975	['melanoma', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'cervical cancer']
31747605	['prostate cancer']
33319176	['colorectal cancer', 'rectal cancer', 'mammary carcinoma']
31747605	['breast cancer', 'prostate cancer']
33319176	['colorectal cancer', 'rectal cancer', 'colon cancer']
28629429	['stomach cancer', 'metastatic cancer', 'gastric cancer', 'gastric carcinoma']
31747605	['prostate cancer', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'ovarian cancer']
30510992	['prostate cancer', 'squamous cell carcinoma', 'gastrointestinal', 'oral cancer', 'esophageal cancer']
31747605	[' rb ', 'prostate cancer']
30353166	['gastrointestinal', 'malignant peripheral nerve sheath tumor', 'breast cancer', 'melanoma', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'lung cancer']
31694307	['head and neck squamous cell carcinoma', 'squamous cell carcinoma', 'gastrointestinal', 'vulvar squamous cell carcinoma', 'primary liver cancer', 'breast cancer', 'carcinoma of the head and neck', 'bladder cancer', 'head and neck cancer', 'liver cancer', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'squamous cell carcinoma of the head and neck', 'neck cancer', 'gastric cancer', 'ovarian cancer']
30566873	['squamous carcinoma', 'prostate cancer']
29901119	['hepatocellular carcinoma', 'pancreatic cancer', 'nsclc', 'lung cancer', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', 'glioblastoma', 'lung adenocarcinoma', 'medulloblastoma']
32582690	['colorectal cancer', 'rectal cancer', 'gastrointestinal']
30572959	['bladder cancer', 'prostate cancer', 'gastric cancer', 'stomach adenocarcinoma']
29901119	['lymphoblastic leukemia', 'sarcoma', 'hepatocellular carcinoma', 'prostate cancer', 'multiple myeloma', 'acute lymphoblastic leukemia', 'osteosarcoma', 'bladder cancer', 'pancreatic tumor', 'leukemia', 'renal cell carcinoma', 'lymphoma', 'melanoma', 'myeloma', ' aml ', 'pancreatic ductal adenocarcinoma', 'lung cancer']
30572959	['bladder cancer', 'prostate cancer', 'gastric cancer', 'gastrointestinal']
32393270	['endometrial carcinoma', 'Gastrointestinal stromal tumor', 'gastrointestinal', 'breast cancer', 'gastrointestinal stromal tumor', 'endometrial ca', 'bladder cancer', 'gastrointestinal stromal tumors', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'renal cell carcinoma', 'lung adenocarcinoma', 'gastric cancer']
33334013	['prostate cancer', 'melanoma', 'head and neck cancer', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'neck cancer']
30572959	['prostate cancer', 'bladder cancer', 'colorectal cancer', 'rectal cancer', 'gastric cancer']
33334013	['colon cancer', 'head and neck cancer', 'colorectal cancer', 'rectal cancer', 'neck cancer']
30930950	['pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'endocrine pancreas', 'gastrointestinal']
30353166	['colorectal cancer', 'rectal cancer', 'retinoblastoma']
33173975	['prostate cancer', 'squamous cell carcinoma', 'cholangiocarcinoma', 'gastrointestinal', 'breast cancer', 'melanoma', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'cervical cancer', 'colon carcinoma']
25259521	['sarcoma', 'malignant tumor', 'hodgkin lymphoma', 'glioblastoma multiforme', 'epithelial cancer', 'lymphoma', 'melanoma', 'glioblastoma', 'ovarian cancer']
33319176	['hepatocellular carcinoma', 'breast cancer', 'colon cancer', 'colorectal adenocarcinoma', 'liver cancer', 'mammary carcinoma', 'colorectal cancer', 'rectal cancer', 'pancreatic ductal adenocarcinoma', 'rectal adenocarcinoma']
29983891	['pancreatic cancer', 'gastrointestinal', 'neuroendocrine tumor', 'ependymoma', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'glioblastoma']
33292279	['colon cancer', 'colon carcinoma', 'colorectal cancer', 'rectal cancer', 'colon adenocarcinoma', 'medulloblastoma']
27398792	['colorectal cancer', 'rectal cancer', 'colon cancer']
28628120	['sarcoma', 'pancreatic cancer', 'rhabdomyosarcoma', 'colon cancer', 'colorectal cancer', 'rectal cancer']
27398792	['prostate cancer', 'pancreatic cancer', 'breast cancer', 'colon cancer', 'colorectal cancer', 'rectal cancer']
33292279	['colon adenocarcinoma', 'colon cancer']
25259521	['glioma', 'sarcoma', 'myeloma', 'malignant tumor', 'hodgkin lymphoma', 'breast cancer', 'glioblastoma multiforme', 'neuroblastoma', 'lung cancer', 'hepatic cancer', 'lymphoma', 'melanoma', 'glioblastoma', 'ovarian cancer']
30572959	['hepatocellular carcinoma', 'prostate cancer', 'gastrointestinal', 'breast cancer', 'melanoma', 'bladder cancer', 'gallbladder cancer', 'gastric carcinoma', 'nasopharyngeal carcinoma', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', 'glioblastoma', 'lung adenocarcinoma', 'gastric cancer', 'ovarian cancer']
26119944	['breast carcinoma', 'prostate cancer', 'breast cancer', 'epithelial cancer', 'renal cell carcinoma', 'lung carcinoma', 'glioblastoma']
28628120	['sarcoma', 'malignant tumor', 'pancreatic cancer', 'rhabdomyosarcoma', 'breast cancer', 'colon cancer', 'lymphoma', 'colorectal cancer', 'rectal cancer', 'lung cancer']
25259521	['sarcoma', 'prostate cancer', 'breast cancer', 'glioblastoma multiforme', 'breast adenocarcinoma', 'rectal cancer', 'colorectal cancer', 'melanoma', 'glioblastoma']
28442534	['colorectal cancer', 'rectal cancer', 'sarcoma', 'colon cancer']
28629429	['small cell lung cancer', 'prostate cancer', 'squamous cell carcinoma', 'gastrointestinal', 'oral squamous cell carcinoma', 'breast cancer', 'bladder cancer', 'lung cancer', 'esophageal cancer', 'colon cancer', 'gastric adenocarcinoma', 'chronic myelogenous leukaemia', 'glioblastoma', 'gastric cancer', 'gastric carcinoma']
26119944	['prostate cancer', 'renal cell cancer', 'germ cell tumor', 'astrocytomas', 't-cell prolymphocytic leukemia', 'germ cell tumors', 'breast cancer', 'neurofibroma', 'pilocytic astrocytoma', 'chromophobe renal cell carcinoma', 'leukemia', 'prolymphocytic leukemia', 'renal cell carcinoma', 'lymphoma', 'astrocytoma', 'lung carcinoma', 'glioblastoma', 'ovarian cancer']
30510992	['prostate cancer', 'squamous cell carcinoma', 'pancreatic cancer', 'squamous cell cancer', 'colon cancer', 'oropharyngeal carcinoma', 'colorectal cancer', 'rectal cancer', 'esophageal carcinoma', 'oral cancer', 'esophageal cancer']
29048660	['uterine cancer', 'breast cancer', 'leukemia', 'melanoma', 'breast tumor']
25259521	['ovarian carcinoma', 'breast cancer', 'neuroblastoma', 'epithelial cancer', 'rectal cancer', 'mammary carcinoma', 'lymphoma', 'colorectal cancer', 'melanoma', 'myeloma', 'lung cancer']
29048660	[' cml ', 'chronic myeloid leukemia', 'breast cancer', 'myeloid leukemia', 'leukemia', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'breast tumor', 'lung cancer']
27398792	['prostate cancer', 'gastrointestinal', 'breast cancer', 'neuroblastoma', 'colon cancer', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'glioblastoma']
26119944	['breast carcinoma', 't-cell prolymphocytic leukemia', 'chronic lymphocytic leukemia', 't-cell leukemia', 'adult t-cell leukemia', 'prolymphocytic leukemia', 'leukemia', 'epithelial cancer', 'lung carcinoma', 'glioblastoma', 'melanoma', 'b-cell chronic lymphocytic leukemia', 'renal carcinoma', 'ovarian cancer']
28442534	['colorectal cancer', 'rectal cancer', 'colon cancer']
26119944	['breast carcinoma', 'epithelial cancer', 'lung carcinoma', 'glioblastoma', 'renal carcinoma']
25259521	['glioma', 'melanoma', 'myeloma', 'breast cancer']
31901081	['gastric cancer', 'glioma', 'malignant neoplasm', 'squamous cell carcinoma', 'gastrointestinal', 'colon cancer', 'pheochromocytoma', 'gastric adenocarcinoma', ' tam ', 'melanoma', 'esophageal carcinoma', 'esophageal cancer', 'gastric carcinoma']
30886143	['leukemia', 'lymphoma', 'ovarian cancer']
33271860	['colorectal cancer', 'rectal cancer', 'colon carcinoma', 'colon cancer']
27398792	['colorectal cancer', 'rectal cancer', 'colon cancer']
33334013	['hepatocellular carcinoma', 'prostate cancer', 'head and neck squamous cell carcinoma', 'squamous cell carcinoma', 'melanoma', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'glioblastoma']
33377106	['melanoma', 'thyroid cancer']
32424251	['ovarian carcinoma', 'prostate cancer', 'bladder cancer', 'mesothelioma', 'rectal cancer', 'colorectal cancer', 'melanoma', 'myeloma', 'ovarian cancer']
33334013	['colorectal cancer', 'rectal cancer']
28468934	['colorectal cancer', 'rectal cancer']
29694897	['glioma', 'glioblastoma', ' gbm ', 'brain tumors']
30930950	['endocrine pancreas', 'gastrointestinal', 'pancreatic tumor', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma']
29694897	['glioma', 'breast cancer', ' gbm ', 'lung cancer']
30842936	['prostate cancer', 'epithelial cancer', 'glioblastoma', 'retinoblastoma', 'lung cancer']
33292279	['gastrointestinal', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'rectal adenocarcinoma', 'medulloblastoma', 'colon adenocarcinoma', 'colon carcinoma']
30842936	['prostate cancer']
30886143	['leukemia', 'breast cancer', 'ovarian cancer']
30842936	['prostate carcinoma', 'prostate cancer']
31901081	['glioma', 'hepatocellular carcinoma', 'gastrointestinal', 'cervical cancer', 'esophageal cancer', 'gastric carcinoma', 'colon cancer', 'liver cancer', 'gastric adenocarcinoma', 'oesophageal adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'esophageal carcinoma', 'gastric cancer', 'ovarian cancer']
30842936	['prostate carcinoma', 'prostate cancer']
33221681	['peripheral t-cell lymphoma', 'breast cancer', 'lymphoma']
28468934	['colorectal cancer', 'rectal cancer', 'colon cancer']
30842936	['epithelial cancer', 'retinoblastoma', 'prostate cancer']
28468934	['colorectal cancer', 'rectal cancer']
32424251	['breast cancer', 'neuroblastoma', 'leukemia', 'melanoma', 'myeloma', 'lung cancer', 'ovarian carcinoma', 'ovarian cancer', 'prostate cancer', 'malignant pleural mesothelioma', 'rectal cancer', 'colon cancer', 'malignant mesothelioma', 'small cell lung cancer', 'hepatocellular carcinoma', 'mesothelioma', 'chronic lymphocytic leukemia', 'colorectal cancer', 'glioblastoma', 'gastric cancer']
30842936	['retinoblastoma', 'prostate cancer', 'prostate carcinoma']
32424251	['ovarian carcinoma', 'gastrointestinal', 'rectal cancer', 'colorectal cancer', 'melanoma', 'ovarian cancer']
33293516	['ovarian carcinoma', 'breast cancer', 'epithelial cancer', ' tam ', 'ovarian cancer']
32719361	['hepatocellular carcinoma', 'prostate cancer', 'endometrial cancer', 'acute myeloid leukemia', 'breast cancer', 'endometrial ca', 'bladder cancer', 'myeloid leukemia', 'leukemia', 'colorectal cancer', 'rectal cancer', 'gastric cancer']
33293516	['ovarian carcinoma', ' tam ', 'ovarian cancer']
32719361	['hepatocellular carcinoma', 'endometrial cancer', 'breast cancer', 'endometrial ca', 'myeloid leukemia', 'leukemia', 'rectal cancer', 'colorectal cancer', 'acute myeloid leukemia', 'gastric cancer']
33293516	[' tam ', 'epithelial cancer', 'ovarian cancer']
32719361	['colorectal cancer', 'rectal cancer', 'bladder cancer', 'prostate cancer']
30643021	['squamous cell carcinoma', 'gastrointestinal', 'neuroendocrine tumor', 'nsclc', 'mucinous adenocarcinoma', 'lung cancer']
29694897	['glioma', 'glioblastoma', ' gbm ', 'breast cancer']
33293516	['ovarian carcinoma', 'prostate cancer', 'breast cancer', ' tam ', 'ovarian cancer']
31842277	['colorectal cancer', 'rectal cancer', 'breast cancer']
33271860	['endometrial cancer', 'pancreatic cancer', 'endometrial ca', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'renal cell carcinoma', 'colon carcinoma']
32719361	['hepatocellular carcinoma', 'prostate cancer', 'endometrial cancer', 'acute myeloid leukemia', 'pancreatic cancer', 'squamous cell carcinoma', 'cholangiocarcinoma', 'endometrial ca', 'breast cancer', 'bladder cancer', 'lung cancer', 'intrahepatic cholangiocarcinoma', 'myeloid leukemia', 'leukemia', 'colorectal cancer', 'rectal cancer', ' aml ', 'ovarian cancer']
33293516	['ovarian carcinoma', 'sarcoma', 'rhabdomyosarcoma', 'breast cancer', 'colon cancer', 'ovarian cancer']
33221681	['glioma', 'sarcoma', 'hepatocellular carcinoma', 'neuroendocrine tumor', 'breast cancer', 'osteosarcoma', 'lung cancer', 'colon cancer', "burkitt's lymphoma", 'lymphoma', 'pancreatic neuroendocrine tumors', 'gastric cancer', 'ovarian cancer']
32929331	['glioma', 'hepatocellular carcinoma', 'prostate cancer', 'diffuse intrinsic pontine glioma', 'acute myeloid leukemia', 'gastrointestinal', 'pancreatic cancer', 'skin cancer', 'breast cancer', 'bladder cancer', 'neuroblastoma', 'brainstem glioma', 'myeloid leukemia', 'leukemia', 'colorectal cancer', 'rectal cancer', 'lung adenocarcinoma']
33043499	['colorectal cancer', 'rectal cancer']
32929331	['glioma', 'diffuse intrinsic pontine glioma', 'skin cancer', 'breast cancer', 'colon cancer', 'brainstem glioma', 'colorectal cancer', 'rectal cancer']
33292279	['colorectal cancer', 'rectal cancer']
32929331	['glioma', 'small cell lung cancer', 'hepatocellular carcinoma', 'prostate cancer', 'ovarian cancer', 'pancreatic cancer', 'breast cancer', 'melanoma', 'neuroblastoma', 'colon cancer', 'myeloid leukemia', 'leukemia', 'rectal cancer', 'colorectal cancer', 'acute myeloid leukemia', 'glioblastoma', 'lung cancer']
29425513	['colorectal cancer', 'rectal cancer', 'colon cancer']
30871493	['squamous cell carcinoma', 'squamous cell cancer', 'recurrent cancer', 'nsclc', 'melanoma', 'renal cell carcinoma', 'esophageal cancer', 'lung cancer']
29673279	['prostate cancer', 'pancreatic carcinoma', 'breast cancer', 'melanoma', 'colon cancer', 'colorectal adenocarcinoma', 'glioblastoma', 'pancreatic cancer', 'hepatoma', 'rectal adenocarcinoma', 'lung cancer']
33043499	['glioma', 'sarcoma', 'acute myeloid leukemia', 'gastrointestinal', 'synovial sarcoma', 'breast cancer', 'gastrointestinal carcinoma', 'chronic lymphocytic leukemia', 'colon cancer', 'myeloid leukemia', 'colorectal adenocarcinoma', 'leukemia', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'rectal adenocarcinoma', 'lung cancer']
33241206	['hepatocellular carcinoma', 'cholangiocarcinoma', 'gastrointestinal', 'liver cancer', 'hepatoma']
31019299	['renal cell carcinoma', 'clear cell renal cell carcinoma']
33241206	['hepatocellular carcinoma', 'cholangiocarcinoma', 'gastrointestinal', 'primary liver cancer', 'intrahepatic cholangiocarcinoma', 'liver cancer', 'glioblastoma', 'hepatoma']
29026085	['retinoblastoma', ' rb ', 'lymphoma']
31842277	['gastrointestinal', 'breast cancer', 'colorectal cancer', 'rectal cancer', 'ovarian cancer']
29026085	[' rb ']
29945941	['colorectal cancer', 'rectal cancer', 'lung cancer', 'colon cancer']
29048660	['lymphoblastic leukemia', 'sarcoma', 'multiple myeloma', 'acute lymphoblastic leukemia', 'breast cancer', 'nasopharyngeal carcinoma', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', 'melanoma', 'myeloma', 'breast tumor', 'lung adenocarcinoma', 'lung cancer', 'ovarian cancer', 'pancreatic tumor', 'rectal cancer', 'synovial sarcoma', 'colon cancer', 'hepatocellular carcinoma', 'gastrointestinal', 'colorectal cancer', 'pancreatic cancer', 'gastric cancer']
